PROP_SUB_TYPE_EN,ACTUAL_AREA,COMMON_AREA,ACTUAL_COMMON_AREA,BUILT_UP_AREA,BLD_LEVELS,SHOPS,FLATS,OFFICES,SWIMMING_POOLS,ELEVATORS,CREATION_DATE,IS_OFFPLAN_EN,PRE_REGISTRATION_NUMBER,IS_FREE_HOLD_EN,IS_LEASE_HOLD_EN,FLOORS,ROOMS_EN,CAR_PARKS,LAND_NUMBER,LAND_SUB_NUMBER,LAND_TYPE_EN,MASTER_PROJECT_EN,PROJECT_NUMBER,PROJECT_EN,AREA_EN,ZONE_EN
"Villa","786.9","0.84","1116.83","960.22","","","","","","","2026-01-14 10:23:57","Ready","","Free Hold","No","4","5 B/R","3","4766","0","Commercial","","2423","Address Hillcrest","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","678.18","0.72","962.53","960.22","","","","","","","2026-01-14 10:23:58","Ready","","Free Hold","No","4","5 B/R","3","4788","0","Commercial","","2423","Address Hillcrest","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","662.22","0.71","939.88","960.22","","","","","","","2026-01-14 10:23:57","Ready","","Free Hold","No","4","5 B/R","3","4769","0","Commercial","","2423","Address Hillcrest","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","674.18","0.72","956.85","960.22","","","","","","","2026-01-14 10:23:57","Ready","","Free Hold","No","4","5 B/R","3","4779","0","Commercial","","2423","Address Hillcrest","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","707.59","0.76","1004.27","960.22","","","","","","","2026-01-14 10:23:57","Ready","","Free Hold","No","4","5 B/R","3","4777","0","Commercial","","2423","Address Hillcrest","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","688.83","0.74","977.64","915.75","","","","","","","2026-01-14 10:23:57","Ready","","Free Hold","No","4","5 B/R","3","4778","0","Commercial","","2423","Address Hillcrest","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","662.23","0.71","939.89","915.75","","","","","","","2026-01-14 10:23:57","Ready","","Free Hold","No","4","5 B/R","3","4771","0","Commercial","","2423","Address Hillcrest","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","659.14","0.7","935.5","960.22","","","","","","","2026-01-14 10:23:57","Ready","","Free Hold","No","4","5 B/R","3","4757","0","Commercial","","2423","Address Hillcrest","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","648.69","0.69","920.67","960.22","","","","","","","2026-01-14 10:23:57","Ready","","Free Hold","No","4","5 B/R","3","4773","0","Commercial","","2423","Address Hillcrest","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","835.85","0.89","1186.3","915.75","","","","","","","2026-01-14 10:23:57","Ready","","Free Hold","No","4","5 B/R","3","4759","0","Commercial","","2423","Address Hillcrest","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","659.17","0.7","935.55","915.75","","","","","","","2026-01-14 10:23:57","Ready","","Free Hold","No","4","5 B/R","3","4756","0","Commercial","","2423","Address Hillcrest","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","649","0.69","921.11","960.22","","","","","","","2026-01-14 10:23:57","Ready","","Free Hold","No","4","5 B/R","3","4760","0","Commercial","","2423","Address Hillcrest","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","649","0.69","921.11","915.75","","","","","","","2026-01-14 10:23:58","Ready","","Free Hold","No","4","5 B/R","3","4784","0","Commercial","","2423","Address Hillcrest","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","649","0.69","921.11","915.75","","","","","","","2026-01-14 10:23:56","Ready","","Free Hold","No","4","5 B/R","3","4747","0","Commercial","","2423","Address Hillcrest","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","662.14","0.71","939.76","960.22","","","","","","","2026-01-14 10:23:58","Ready","","Free Hold","No","4","5 B/R","3","4782","0","Commercial","","2423","Address Hillcrest","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","735.4","0.79","1043.74","960.22","","","","","","","2026-01-14 10:23:57","Ready","","Free Hold","No","4","5 B/R","3","4775","0","Commercial","","2423","Address Hillcrest","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","662.23","0.71","939.89","960.22","","","","","","","2026-01-14 10:23:57","Ready","","Free Hold","No","4","5 B/R","3","4763","0","Commercial","","2423","Address Hillcrest","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","691.89","0.74","981.99","960.22","","","","","","","2026-01-14 10:23:56","Ready","","Free Hold","No","4","5 B/R","3","4750","0","Commercial","","2423","Address Hillcrest","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","656.04","0.7","931.1","915.75","","","","","","","2026-01-14 10:23:57","Ready","","Free Hold","No","4","5 B/R","3","4772","0","Commercial","","2423","Address Hillcrest","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","697.51","0.74","989.96","960.22","","","","","","","2026-01-14 10:23:58","Ready","","Free Hold","No","4","5 B/R","3","4785","0","Commercial","","2423","Address Hillcrest","Hadaeq Sheikh Mohammed Bin Rashid","Dubai"
"Villa","861.17","5.99","479.94","1619.21","","","","","","","2026-02-12 17:41:16","Off-Plan","","Free Hold","No","4","6 B/R","6","3278","","Commercial","","4389","Amis & GPD Presents Fleur De Jardin Villas","Wadi Al Safa 3","Dubai"
"Villa","851.29","5.92","474.43","1580.93","","","","","","","2026-02-12 17:41:16","Off-Plan","","Free Hold","No","4","6 B/R","6","3278","","Commercial","","4389","Amis & GPD Presents Fleur De Jardin Villas","Wadi Al Safa 3","Dubai"
"Villa","488.37","3.4","272.17","895.19","","","","","","","2026-02-12 17:41:15","Off-Plan","","Free Hold","No","4","5 B/R","2","3278","","Commercial","","4389","Amis & GPD Presents Fleur De Jardin Villas","Wadi Al Safa 3","Dubai"
"Villa","465.75","3.24","259.57","905.03","","","","","","","2026-02-12 17:41:15","Off-Plan","","Free Hold","No","4","5 B/R","2","3278","","Commercial","","4389","Amis & GPD Presents Fleur De Jardin Villas","Wadi Al Safa 3","Dubai"
"Villa","465.75","3.24","259.57","895.19","","","","","","","2026-02-12 17:41:16","Off-Plan","","Free Hold","No","4","5 B/R","2","3278","","Commercial","","4389","Amis & GPD Presents Fleur De Jardin Villas","Wadi Al Safa 3","Dubai"
"Villa","581.45","4.04","324.05","895.19","","","","","","","2026-02-12 17:41:16","Off-Plan","","Free Hold","No","4","5 B/R","2","3278","","Commercial","","4389","Amis & GPD Presents Fleur De Jardin Villas","Wadi Al Safa 3","Dubai"
"Villa","488.58","3.4","272.29","895.19","","","","","","","2026-02-12 17:41:16","Off-Plan","","Free Hold","No","4","5 B/R","2","3278","","Commercial","","4389","Amis & GPD Presents Fleur De Jardin Villas","Wadi Al Safa 3","Dubai"
"Villa","566.56","3.94","315.75","905.03","","","","","","","2026-02-12 17:41:15","Off-Plan","","Free Hold","No","4","5 B/R","2","3278","","Commercial","","4389","Amis & GPD Presents Fleur De Jardin Villas","Wadi Al Safa 3","Dubai"
"Villa","465.75","3.24","259.57","905.03","","","","","","","2026-02-12 17:41:15","Off-Plan","","Free Hold","No","4","5 B/R","2","3278","","Commercial","","4389","Amis & GPD Presents Fleur De Jardin Villas","Wadi Al Safa 3","Dubai"
"Villa","859.54","5.98","479.03","1670.96","","","","","","","2026-02-12 17:41:16","Off-Plan","","Free Hold","No","4","6 B/R","6","3278","","Commercial","","4389","Amis & GPD Presents Fleur De Jardin Villas","Wadi Al Safa 3","Dubai"
"Villa","581.47","4.04","324.06","895.19","","","","","","","2026-02-12 17:41:16","Off-Plan","","Free Hold","No","4","5 B/R","2","3278","","Commercial","","4389","Amis & GPD Presents Fleur De Jardin Villas","Wadi Al Safa 3","Dubai"
"Villa","836.6","5.82","466.25","1645.29","","","","","","","2026-02-12 17:41:16","Off-Plan","","Free Hold","No","4","6 B/R","6","3278","","Commercial","","4389","Amis & GPD Presents Fleur De Jardin Villas","Wadi Al Safa 3","Dubai"
"Villa","470.59","3.27","262.27","895.19","","","","","","","2026-02-12 17:41:16","Off-Plan","","Free Hold","No","4","5 B/R","2","3278","","Commercial","","4389","Amis & GPD Presents Fleur De Jardin Villas","Wadi Al Safa 3","Dubai"
"Villa","836.97","5.82","466.45","1638.26","","","","","","","2026-02-12 17:41:16","Off-Plan","","Free Hold","No","4","6 B/R","6","3278","","Commercial","","4389","Amis & GPD Presents Fleur De Jardin Villas","Wadi Al Safa 3","Dubai"
"Villa","465.75","3.24","259.57","905.03","","","","","","","2026-02-12 17:41:15","Off-Plan","","Free Hold","No","4","5 B/R","2","3278","","Commercial","","4389","Amis & GPD Presents Fleur De Jardin Villas","Wadi Al Safa 3","Dubai"
"Villa","471.43","3.28","262.73","905.03","","","","","","","2026-02-12 17:41:15","Off-Plan","","Free Hold","No","4","5 B/R","2","3278","","Commercial","","4389","Amis & GPD Presents Fleur De Jardin Villas","Wadi Al Safa 3","Dubai"
"Villa","488.58","3.4","272.29","895.19","","","","","","","2026-02-12 17:41:16","Off-Plan","","Free Hold","No","4","5 B/R","2","3278","","Commercial","","4389","Amis & GPD Presents Fleur De Jardin Villas","Wadi Al Safa 3","Dubai"
"Villa","465.75","3.24","259.57","905.03","","","","","","","2026-02-12 17:41:15","Off-Plan","","Free Hold","No","4","5 B/R","2","3278","","Commercial","","4389","Amis & GPD Presents Fleur De Jardin Villas","Wadi Al Safa 3","Dubai"
"Villa","465.87","3.24","259.63","895.19","","","","","","","2026-02-12 17:41:16","Off-Plan","","Free Hold","No","4","5 B/R","2","3278","","Commercial","","4389","Amis & GPD Presents Fleur De Jardin Villas","Wadi Al Safa 3","Dubai"
"Villa","470.55","3.27","262.24","895.19","","","","","","","2026-02-12 17:41:16","Off-Plan","","Free Hold","No","4","5 B/R","2","3278","","Commercial","","4389","Amis & GPD Presents Fleur De Jardin Villas","Wadi Al Safa 3","Dubai"
"Villa","465.75","3.24","259.57","905.03","","","","","","","2026-02-12 17:41:15","Off-Plan","","Free Hold","No","4","5 B/R","2","3278","","Commercial","","4389","Amis & GPD Presents Fleur De Jardin Villas","Wadi Al Safa 3","Dubai"
"Villa","836.69","5.82","466.3","1653.12","","","","","","","2026-02-12 17:41:16","Off-Plan","","Free Hold","No","4","6 B/R","6","3278","","Commercial","","4389","Amis & GPD Presents Fleur De Jardin Villas","Wadi Al Safa 3","Dubai"
"Villa","488.58","3.4","272.29","895.19","","","","","","","2026-02-12 17:41:16","Off-Plan","","Free Hold","No","4","5 B/R","2","3278","","Commercial","","4389","Amis & GPD Presents Fleur De Jardin Villas","Wadi Al Safa 3","Dubai"
"Villa","475.58","3.31","265.05","895.19","","","","","","","2026-02-12 17:41:15","Off-Plan","","Free Hold","No","4","5 B/R","2","3278","","Commercial","","4389","Amis & GPD Presents Fleur De Jardin Villas","Wadi Al Safa 3","Dubai"
"Villa","465.75","3.24","259.57","905.03","","","","","","","2026-02-12 17:41:15","Off-Plan","","Free Hold","No","4","5 B/R","2","3278","","Commercial","","4389","Amis & GPD Presents Fleur De Jardin Villas","Wadi Al Safa 3","Dubai"
"Villa","570","0.53","312.58","565.37","","","","","","","2026-01-19 13:22:20","Ready","","Free Hold","No","3","4 B/R","2","6578","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","579.15","0.54","317.59","565.37","","","","","","","2026-01-19 13:22:21","Ready","","Free Hold","No","3","4 B/R","2","6604","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","598.63","0.56","328.28","565.37","","","","","","","2026-01-19 13:22:18","Ready","","Free Hold","No","3","4 B/R","2","6509","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","950.47","0.88","521.22","710.41","","","","","","","2026-01-19 13:22:19","Ready","","Free Hold","No","3","5 B/R","2","6551","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","660.54","0.61","362.23","565.37","","","","","","","2026-01-19 13:22:17","Ready","","Free Hold","No","3","4 B/R","2","6501","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","596.08","0.55","326.88","565.37","","","","","","","2026-01-19 13:22:18","Ready","","Free Hold","No","3","4 B/R","2","6506","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","570","0.53","312.58","565.37","","","","","","","2026-01-19 13:22:20","Ready","","Free Hold","No","3","4 B/R","2","6582","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","863.15","0.8","473.33","710.41","","","","","","","2026-01-19 13:22:19","Ready","","Free Hold","No","3","5 B/R","2","6545","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","1973.89","1.84","1082.44","856","","","","","","","2026-01-19 13:22:19","Ready","","Free Hold","No","3","6 B/R","3","6573","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","1037.67","0.97","569.04","856","","","","","","","2026-01-19 13:22:19","Ready","","Free Hold","No","3","6 B/R","3","6536","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","1004","0.93","550.57","856","","","","","","","2026-01-19 13:22:18","Ready","","Free Hold","No","3","6 B/R","3","6530","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","1250.68","1.16","685.85","710.41","","","","","","","2026-01-19 13:22:20","Ready","","Free Hold","No","3","5 B/R","2","6589","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","902.87","0.84","495.11","710.41","","","","","","","2026-01-19 13:22:19","Ready","","Free Hold","No","3","5 B/R","2","6552","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","1003.95","0.93","550.54","856","","","","","","","2026-01-19 13:22:19","Ready","","Free Hold","No","3","6 B/R","3","6567","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","1508.46","1.4","827.21","856","","","","","","","2026-01-19 13:22:18","Ready","","Free Hold","No","3","6 B/R","3","6526","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","1107.45","1.03","607.3","710.41","","","","","","","2026-01-19 13:22:20","Ready","","Free Hold","No","3","5 B/R","2","6587","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","925.73","0.86","507.65","710.41","","","","","","","2026-01-19 13:22:19","Ready","","Free Hold","No","3","5 B/R","2","6561","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","1048.86","0.98","575.17","856","","","","","","","2026-01-19 13:22:18","Ready","","Free Hold","No","3","6 B/R","3","6532","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","646.56","0.6","354.56","565.37","","","","","","","2026-01-19 13:22:17","Ready","","Free Hold","No","3","4 B/R","2","6500","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","1107.25","1.03","607.19","856","","","","","","","2026-01-19 13:22:19","Ready","","Free Hold","No","3","6 B/R","3","6544","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","871.22","0.81","477.76","710.41","","","","","","","2026-01-19 13:22:19","Ready","","Free Hold","No","3","5 B/R","2","6553","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","570","0.53","312.58","565.37","","","","","","","2026-01-19 13:22:21","Ready","","Free Hold","No","3","4 B/R","2","6608","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","871.41","0.81","477.86","710.41","","","","","","","2026-01-19 13:22:19","Ready","","Free Hold","No","3","5 B/R","2","6546","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","689.97","0.64","378.36","565.37","","","","","","","2026-01-19 13:22:20","Ready","","Free Hold","No","3","4 B/R","2","6600","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","952.25","0.89","522.19","710.41","","","","","","","2026-01-19 13:22:19","Ready","","Free Hold","No","3","5 B/R","2","6569","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","585.13","0.54","320.87","565.37","","","","","","","2026-01-19 13:22:20","Ready","","Free Hold","No","3","4 B/R","2","6596","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","915.55","0.85","502.07","710.41","","","","","","","2026-01-19 13:22:19","Ready","","Free Hold","No","3","5 B/R","2","6547","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","956.69","0.89","524.63","710.41","","","","","","","2026-01-19 13:22:19","Ready","","Free Hold","No","3","5 B/R","2","6557","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","841.62","0.78","461.53","565.37","","","","","","","2026-01-19 13:22:18","Ready","","Free Hold","No","3","4 B/R","2","6511","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","570","0.53","312.58","565.37","","","","","","","2026-01-19 13:22:17","Ready","","Free Hold","No","3","4 B/R","2","6493","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","860.16","0.8","471.69","710.41","","","","","","","2026-01-19 13:22:19","Ready","","Free Hold","No","3","5 B/R","2","6554","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","937.49","0.87","514.1","710.41","","","","","","","2026-01-19 13:22:19","Ready","","Free Hold","No","3","5 B/R","2","6556","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","1351.48","1.26","741.12","856","","","","","","","2026-01-19 13:22:19","Ready","","Free Hold","No","3","6 B/R","3","6564","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","1565.1","1.46","858.27","856","","","","","","","2026-01-19 13:22:20","Ready","","Free Hold","No","3","6 B/R","3","6575","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","1470.21","1.37","806.23","856","","","","","","","2026-01-19 13:22:19","Ready","","Free Hold","No","3","6 B/R","3","6565","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","1473.27","1.37","807.91","856","","","","","","","2026-01-19 13:22:19","Ready","","Free Hold","No","3","6 B/R","3","6572","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","894.76","0.83","490.67","710.41","","","","","","","2026-01-19 13:22:19","Ready","","Free Hold","No","3","5 B/R","2","6555","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","570.18","0.53","312.67","565.37","","","","","","","2026-01-19 13:22:20","Ready","","Free Hold","No","3","4 B/R","2","6585","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","585.49","0.54","321.07","565.37","","","","","","","2026-01-19 13:22:20","Ready","","Free Hold","No","3","4 B/R","2","6595","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","570","0.53","312.58","565.37","","","","","","","2026-01-19 13:22:21","Ready","","Free Hold","No","3","4 B/R","2","6606","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","768.94","0.72","421.67","565.37","","","","","","","2026-01-19 13:22:20","Ready","","Free Hold","No","3","4 B/R","2","6586","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","570","0.53","312.58","565.37","","","","","","","2026-01-19 13:22:20","Ready","","Free Hold","No","3","4 B/R","2","6580","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","595.18","0.55","326.38","565.37","","","","","","","2026-01-19 13:22:18","Ready","","Free Hold","No","3","4 B/R","2","6507","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","793.87","0.74","435.34","565.37","","","","","","","2026-01-19 13:22:18","Ready","","Free Hold","No","3","4 B/R","2","6510","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","598.81","0.56","328.37","565.37","","","","","","","2026-01-19 13:22:18","Ready","","Free Hold","No","3","4 B/R","2","6504","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","570","0.53","312.58","565.37","","","","","","","2026-01-19 13:22:17","Ready","","Free Hold","No","3","4 B/R","2","6491","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
"Villa","1103.89","1.03","605.35","856","","","","","","","2026-01-19 13:22:19","Ready","","Free Hold","No","3","6 B/R","3","6542","","Commercial","","4326","Cedarwood Estates","Me'Aisem First","Dubai"
